Car_No,Time,Longitude,Latitude,Unknown-0,Unknown-1,Unknown,Resources,Request
1265,2008-02-02 13:37:29,116.46121,40.00051,0,0,0,3,12
1265,2008-02-08 17:32:35,116.81505,40.4814,0,0,0,38,15
1266,2008-02-02 15:59:40,116.05503,39.73018,0,0,0,40,5
1266,2008-02-08 15:02:15,116.1422,39.69155,0,0,0,34,7
1267,2008-02-02 13:38:49,116.3134,39.89555,0,0,0,6,12
1267,2008-02-08 12:59:59,115.87482,39.59988,0,0,0,27,18
1268,2008-02-02 13:37:22,116.31959,39.92547,0,0,0,23,5
1268,2008-02-08 17:38:37,117.18039,40.15274,0,0,0,1,18
1269,2008-02-02 13:33:09,116.28445,39.81338,0,0,0,2,15
1269,2008-02-08 16:12:26,116.10412,39.68585,0,0,0,16,3
127,2008-02-02 22:42:34,116.40915,39.89425,0,0,0,13,11
127,2008-02-08 15:42:32,116.81127,40.52213,0,0,0,10,18
1270,2008-02-02 13:33:26,116.29667,39.97132,0,0,0,3,4
1270,2008-02-08 11:00:47,116.09138,39.62575,0,0,0,0,4
1271,2008-02-02 13:40:16,116.40043,39.958,0,0,0,40,10
1271,2008-02-08 17:38:05,116.85691,40.76199,0,0,0,5,10
1272,2008-02-02 13:35:01,116.392,39.90617,0,0,0,14,1
1272,2008-02-08 17:38:47,116.86135,36.71422,0,0,0,16,8
1273,2008-02-02 13:32:17,116.40578,40.1818,0,0,0,34,19
1273,2008-02-08 17:15:34,116.44167,40.20313,0,0,0,28,11
1274,2008-02-02 13:40:31,116.42396,39.96815,0,0,0,27,10
1274,2008-02-08 17:38:12,116.47974,39.90662,0,0,0,21,19
1275,2008-02-02 13:40:12,116.35529,39.95385,0,0,0,25,4
1275,2008-02-08 17:25:13,116.37934,39.98099,0,0,0,3,16
1277,2008-02-02 13:30:49,116.31412,39.89454,0,0,0,33,2
1277,2008-02-08 17:38:19,116.33773,39.89643,0,0,0,11,19
1278,2008-02-02 13:37:15,116.30625,39.97729,0,0,0,9,19
1278,2008-02-08 17:35:16,116.34255,39.88673,0,0,0,36,15
1279,2008-02-02 13:40:28,116.3665,39.94727,0,0,0,38,15
1279,2008-02-08 17:38:11,116.38997,39.93513,0,0,0,8,13
128,2008-02-02 13:34:28,116.4634,39.91104,0,0,0,31,0
128,2008-02-06 22:03:12,116.51021,40.01117,0,0,0,19,12
1280,2008-02-05 11:13:15,116.38799,39.85653,0,0,0,4,19
1280,2008-02-05 12:56:37,116.41253,39.89101,0,0,0,25,15
1281,2008-02-02 13:45:24,116.4519,39.87618,0,0,0,7,16
1281,2008-02-03 01:45:12,116.35389,39.852,0,0,0,24,6
1282,2008-02-02 16:21:30,116.42791,39.95078,0,0,0,12,20
1282,2008-02-05 12:44:48,116.44322,39.82572,0,0,0,5,0
1283,2008-02-02 13:34:56,116.3065,39.96283,0,0,0,6,17
1283,2008-02-08 17:17:51,116.83399,40.37294,0,0,0,2,2
1284,2008-02-02 13:38:38,116.44585,39.87229,0,0,0,3,8
1284,2008-02-08 16:32:56,116.01931,40.3395,0,0,0,0,8
1285,2008-02-02 13:38:21,120.6655,31.77027,0,0,0,2,6
1285,2008-02-08 17:34:35,118.79664,34.12193,0,0,0,9,12
1286,2008-02-03 03:26:57,116.4091,39.89333,0,0,0,30,0
1286,2008-02-08 17:34:21,116.21071,40.2419,0,0,0,21,8
1287,2008-02-02 13:43:14,116.66882,39.68038,0,0,0,11,10
1287,2008-02-08 17:33:12,116.72349,39.69927,0,0,0,36,19
1288,2008-02-02 13:35:47,116.34781,39.91258,0,0,0,0,0
1288,2008-02-08 17:34:56,116.35032,39.88212,0,0,0,37,10
1289,2008-02-02 13:37:56,116.7752,39.82729,0,0,0,2,15
1289,2008-02-08 17:38:01,116.40556,39.90747,0,0,0,26,8
129,2008-02-02 13:33:17,116.56537,40.07156,0,0,0,6,5
129,2008-02-08 17:36:31,116.81324,40.54881,0,0,0,17,5
1290,2008-02-02 13:41:48,116.43749,39.96375,0,0,0,23,7
1290,2008-02-08 17:31:52,116.76804,40.05574,0,0,0,10,8
1291,2008-02-02 13:37:46,116.31605,39.89604,0,0,0,10,12
1291,2008-02-08 17:33:48,117.09009,40.12936,0,0,0,39,16
1292,2008-02-02 13:34:59,116.35181,39.90743,0,0,0,9,6
1292,2008-02-08 17:36:37,116.28686,39.84561,0,0,0,2,9
1293,2008-02-02 13:47:31,116.42261,39.92606,0,0,0,3,18
1293,2008-02-08 17:34:42,116.40342,39.95546,0,0,0,20,15
1294,2008-02-02 13:34:15,116.15358,39.92663,0,0,0,15,4
1294,2008-02-07 21:25:38,116.078,39.98445,0,0,0,37,18
1295,2008-02-02 13:38:51,116.48398,39.9374,0,0,0,35,12
1295,2008-02-08 17:35:52,116.67072,39.93644,0,0,0,24,20
1296,2008-02-02 14:57:06,116.45205,39.99945,0,0,0,3,13
1296,2008-02-08 11:31:50,116.66023,40.3227,0,0,0,18,13
1297,2008-02-02 13:37:31,116.35898,39.85353,0,0,0,3,19
1297,2008-02-08 17:00:28,116.11577,39.7335,0,0,0,16,17
1298,2008-02-02 13:32:13,116.29987,39.9787,0,0,0,31,14
1298,2008-02-08 16:41:27,116.08707,39.93467,0,0,0,31,15
1299,2008-02-02 13:36:30,116.22353,39.88237,0,0,0,18,6
1299,2008-02-08 17:36:24,116.38129,39.86337,0,0,0,5,18
13,2008-02-03 05:20:04,116.35124,39.91248,0,0,0,7,15
13,2008-02-08 17:17:28,116.23594,39.8476,0,0,0,5,12
130,2008-02-02 18:45:38,116.68946,39.86593,0,0,0,28,2
130,2008-02-08 13:54:01,116.8266,40.37104,0,0,0,27,14
1300,2008-02-02 13:36:48,116.39633,39.9671,0,0,0,3,7
1300,2008-02-08 17:36:42,116.54943,40.06428,0,0,0,40,6
1301,2008-02-02 13:38:12,116.41157,39.97074,0,0,0,5,3
1301,2008-02-08 17:32:31,116.40204,39.96756,0,0,0,26,0
1302,2008-02-02 15:16:17,116.34641,39.89752,0,0,0,29,1
1302,2008-02-08 17:34:13,116.32091,39.889,0,0,0,5,19
1303,2008-02-02 13:47:42,116.44431,39.90798,0,0,0,36,12
1303,2008-02-08 17:37:46,116.34467,39.8962,0,0,0,37,5
1304,2008-02-02 13:59:20,116.35934,39.97644,0,0,0,23,14
1304,2008-02-08 17:39:07,116.27392,39.50161,0,0,0,36,16
1305,2008-02-02 13:38:29,116.3488,39.95524,0,0,0,34,13
1305,2008-02-08 17:37:37,116.7902,40.41257,0,0,0,14,7
1306,2008-02-02 13:37:34,116.40048,39.9077,0,0,0,9,10
1306,2008-02-08 11:44:38,115.93233,39.5912,0,0,0,19,10
1307,2008-02-02 13:38:11,116.30045,39.97296,0,0,0,19,5
1307,2008-02-08 17:33:45,116.36053,40.08462,0,0,0,25,10
1308,2008-02-02 13:36:47,116.84217,39.70689,0,0,0,39,12
1308,2008-02-08 17:38:13,116.92283,39.70147,0,0,0,24,8
1309,2008-02-02 13:33:33,116.58115,40.07147,0,0,0,11,4
1309,2008-02-08 13:43:58,116.35815,39.8612,0,0,0,10,10
131,2008-02-02 14:12:35,116.99983,40.0477,0,0,0,38,5
131,2008-02-08 17:39:13,116.412,39.89158,0,0,0,23,5
1310,2008-02-02 15:10:48,116.44551,39.92566,0,0,0,31,8
1310,2008-02-08 17:26:06,116.6951,40.00513,0,0,0,33,4
1311,2008-02-02 14:04:45,116.43263,39.93227,0,0,0,33,0
1311,2008-02-08 17:38:21,116.37101,39.81492,0,0,0,8,12
1312,2008-02-02 13:38:26,116.29177,39.9578,0,0,0,25,4
1312,2008-02-08 16:39:17,117.11606,40.14274,0,0,0,36,15
1313,2008-02-02 13:35:42,116.43975,39.90257,0,0,0,16,19
1313,2008-02-08 14:09:24,117.13732,40.12711,0,0,0,39,14
1314,2008-02-02 13:46:55,116.47032,39.90382,0,0,0,19,2
1314,2008-02-08 17:37:08,116.44462,39.8922,0,0,0,17,3
1315,2008-02-02 13:39:08,116.30997,39.98831,0,0,0,39,6
1315,2008-02-08 13:40:34,117.12045,40.13752,0,0,0,15,15
1316,2008-02-02 14:39:39,116.18732,39.80716,0,0,0,21,2
1316,2008-02-08 15:12:44,116.16314,39.8027,0,0,0,40,0
1317,2008-02-02 14:09:53,116.42323,39.98713,0,0,0,30,2
1317,2008-02-08 11:03:38,117.31335,40.28761,0,0,0,14,16
1318,2008-02-02 13:36:08,116.42169,40.04202,0,0,0,30,10
1318,2008-02-08 17:37:57,116.83609,40.36702,0,0,0,21,7
1319,2008-02-02 13:48:06,116.45015,39.90652,0,0,0,40,11
1319,2008-02-08 17:38:59,117.25471,40.23549,0,0,0,0,0
132,2008-02-02 13:43:02,116.35902,39.91513,0,0,0,31,18
132,2008-02-08 15:28:50,116.63708,40.14603,0,0,0,8,11
1320,2008-02-02 13:31:16,116.47168,39.89925,0,0,0,16,15
1320,2008-02-08 14:20:37,116.4389,39.95153,0,0,0,20,12
1321,2008-02-02 13:40:17,116.36864,39.84751,0,0,0,40,1
1321,2008-02-07 17:42:20,116.36393,39.84933,0,0,0,4,4
1322,2008-02-02 13:34:29,116.44437,39.94364,0,0,0,12,16
1322,2008-02-08 07:43:22,116.52726,39.96687,0,0,0,3,15
1323,2008-02-02 13:36:14,116.37038,39.88804,0,0,0,36,7
1323,2008-02-08 17:37:31,117.11821,40.18433,0,0,0,14,12
1324,2008-02-02 13:32:43,116.48818,39.90752,0,0,0,5,2
1324,2008-02-08 13:23:03,116.98151,40.26664,0,0,0,13,9
1325,2008-02-02 13:36:37,116.37597,39.90596,0,0,0,36,12
1325,2008-02-08 15:29:50,117.36753,40.18163,0,0,0,10,19
1326,2008-02-02 13:36:07,116.42778,39.94704,0,0,0,37,15
1326,2008-02-08 17:25:31,116.37975,39.98613,0,0,0,23,3
1327,2008-02-02 13:32:54,116.35746,39.8876,0,0,0,10,8
1327,2008-02-08 15:53:05,116.97294,40.40329,0,0,0,27,6
1328,2008-02-02 13:43:37,116.45625,39.82998,0,0,0,37,2
1328,2008-02-08 13:39:42,116.45957,39.84078,0,0,0,22,1
1329,2008-02-02 13:38:11,116.34658,39.90043,0,0,0,25,8
1329,2008-02-08 17:34:50,116.44836,39.90714,0,0,0,17,20
133,2008-02-02 13:39:49,116.73723,40.15555,0,0,0,7,10
133,2008-02-08 17:35:44,116.74881,40.097,0,0,0,18,12
1330,2008-02-02 13:46:31,116.44912,39.94159,0,0,0,35,8
1330,2008-02-08 17:37:01,116.35855,39.89808,0,0,0,32,16
1331,2008-02-02 14:16:08,116.38347,39.8848,0,0,0,38,14
1331,2008-02-08 11:01:36,116.86049,40.23229,0,0,0,17,1
1332,2008-02-02 13:40:31,116.31888,39.9506,0,0,0,18,11
1332,2008-02-08 17:34:57,116.34234,39.87617,0,0,0,25,6
1333,2008-02-02 16:25:22,116.41543,39.86568,0,0,0,5,7
1333,2008-02-08 12:53:35,116.2884,39.87316,0,0,0,2,6
1334,2008-02-02 13:36:56,116.31951,40.07548,0,0,0,36,10
1334,2008-02-07 13:52:26,116.3251,40.08485,0,0,0,16,10
1335,2008-02-02 13:35:51,116.46648,39.9768,0,0,0,37,9
1335,2008-02-08 17:32:15,116.32836,39.96165,0,0,0,6,17
1336,2008-02-02 13:32:15,116.46561,39.92446,0,0,0,12,8
1336,2008-02-08 17:39:10,116.46807,39.94375,0,0,0,40,4
1337,2008-02-02 13:37:17,116.56237,39.99321,0,0,0,22,14
1337,2008-02-08 17:38:49,116.46152,39.8768,0,0,0,21,5
1338,2008-02-02 13:39:22,116.40757,39.85255,0,0,0,14,1
1338,2008-02-08 17:38:50,116.41257,39.89161,0,0,0,1,9
1339,2008-02-02 14:16:53,116.40151,39.97894,0,0,0,16,2
1339,2008-02-08 14:32:58,116.40172,39.9789,0,0,0,26,15
134,2008-02-02 13:48:37,116.29315,39.88568,0,0,0,3,7
134,2008-02-08 17:38:05,116.73734,40.04534,0,0,0,22,16
1340,2008-02-02 13:37:51,116.33963,40.01441,0,0,0,10,2
1340,2008-02-08 17:36:29,116.31068,40.0706,0,0,0,36,18
1341,2008-02-02 13:34:30,116.42824,39.94058,0,0,0,8,11
1341,2008-02-07 19:17:35,116.77568,40.22601,0,0,0,17,8
1342,2008-02-02 13:36:36,116.38737,39.93195,0,0,0,40,9
1342,2008-02-08 17:36:56,117.16522,40.58986,0,0,0,6,5
1343,2008-02-02 13:33:48,116.3209,39.97969,0,0,0,9,14
1343,2008-02-08 15:09:27,116.14877,40.50814,0,0,0,33,20
1344,2008-02-03 23:09:31,116.45269,39.94876,0,0,0,35,20
1344,2008-02-04 13:11:28,116.50345,40.00619,0,0,0,31,7
1345,2008-02-04 11:03:54,116.32682,39.92572,0,0,0,34,11
1345,2008-02-05 10:14:34,116.33013,40.0355,0,0,0,11,19
1346,2008-02-02 13:41:10,116.50426,40.00848,0,0,0,37,15
1346,2008-02-06 17:17:26,116.50568,40.01029,0,0,0,32,16
1347,2008-02-02 13:31:33,116.46677,40.01209,0,0,0,1,4
1347,2008-02-08 16:39:07,116.65071,39.96198,0,0,0,15,18
1348,2008-02-02 13:55:09,116.48355,39.88176,0,0,0,18,20
1348,2008-02-08 17:29:03,117.22126,40.15385,0,0,0,40,0
1349,2008-02-02 13:35:20,116.29305,39.88403,0,0,0,37,10
1349,2008-02-08 17:34:28,116.08484,39.578,0,0,0,23,0
135,2008-02-04 12:18:52,116.70018,39.7451,0,0,0,10,4
135,2008-02-08 12:45:12,116.68387,39.75902,0,0,0,10,3
1350,2008-02-02 13:31:09,116.4712,39.86672,0,0,0,13,15
1350,2008-02-08 15:06:02,116.87323,39.81658,0,0,0,16,20
1351,2008-02-02 13:34:02,116.38978,39.9371,0,0,0,29,0
1351,2008-02-08 15:09:16,116.73021,40.43218,0,0,0,5,11
1352,2008-02-02 13:45:14,116.35036,39.939,0,0,0,37,16
1352,2008-02-08 17:38:46,116.50732,39.7293,0,0,0,23,7
1353,2008-02-02 13:34:47,116.40138,39.9932,0,0,0,22,3
1353,2008-02-08 17:39:14,116.39117,39.87903,0,0,0,23,2
1354,2008-02-02 13:33:48,116.27023,39.94552,0,0,0,25,14
1354,2008-02-08 17:33:46,116.42937,39.90844,0,0,0,8,15
1355,2008-02-02 13:38:04,116.48513,39.99358,0,0,0,8,13
1355,2008-02-08 17:37:30,116.30849,40.03646,0,0,0,36,16
1356,2008-02-02 13:34:46,116.34736,40.01401,0,0,0,20,2
1356,2008-02-08 17:38:57,116.3932,39.86582,0,0,0,16,1
1357,2008-02-02 13:40:09,116.40097,39.9,0,0,0,20,14
1357,2008-02-08 17:34:44,116.42565,39.88277,0,0,0,8,6
1358,2008-02-02 14:00:42,116.37919,39.88105,0,0,0,36,8
1358,2008-02-08 17:35:37,117.02796,40.14262,0,0,0,20,7
1359,2008-02-02 13:33:43,116.43927,39.955,0,0,0,38,3
1359,2008-02-08 17:37:19,116.38561,39.90685,0,0,0,27,4
136,2008-02-02 19:32:33,116.45518,39.99792,0,0,0,12,9
136,2008-02-08 17:08:33,116.43398,39.95123,0,0,0,36,19
1360,2008-02-02 15:06:38,116.42573,39.85278,0,0,0,29,18
1360,2008-02-07 13:22:01,116.39115,39.88635,0,0,0,31,8
1361,2008-02-02 13:34:17,116.46029,39.97006,0,0,0,24,3
1361,2008-02-08 17:37:34,116.97763,40.29439,0,0,0,12,18
1362,2008-02-02 17:22:16,116.39997,39.76362,0,0,0,30,20
1362,2008-02-07 16:52:59,116.45082,39.70147,0,0,0,16,11
1363,2008-02-02 13:48:24,116.34235,39.89284,0,0,0,15,3
1363,2008-02-08 17:37:06,116.47224,39.92709,0,0,0,19,20
1364,2008-02-02 13:35:39,116.46198,39.89213,0,0,0,22,10
1364,2008-02-08 17:37:54,116.37792,39.80191,0,0,0,17,10
1365,2008-02-02 13:34:34,116.28443,39.92611,0,0,0,21,5
1365,2008-02-08 17:18:06,116.37528,39.9808,0,0,0,34,10
1366,2008-02-02 13:35:48,116.48004,39.89901,0,0,0,27,2
1366,2008-02-08 17:36:42,116.43696,40.01884,0,0,0,12,4
1367,2008-02-02 13:33:47,116.45804,39.95988,0,0,0,10,14
1367,2008-02-08 15:27:33,117.17975,40.12969,0,0,0,13,13
1368,2008-02-02 15:29:36,116.4219,39.99021,0,0,0,38,8
1368,2008-02-08 17:35:52,116.85651,40.3841,0,0,0,21,3
1369,2008-02-02 13:38:17,116.45422,39.87008,0,0,0,33,15
1369,2008-02-08 15:57:39,116.98628,40.35864,0,0,0,3,15
137,2008-02-02 13:36:23,116.30871,39.88123,0,0,0,0,18
137,2008-02-07 15:48:36,116.36976,39.83802,0,0,0,24,0
1370,2008-02-02 13:36:10,116.39379,39.85336,0,0,0,0,7
1370,2008-02-08 17:36:42,116.43243,39.85658,0,0,0,5,10
1371,2008-02-02 13:36:17,116.445,39.95885,0,0,0,13,7
1371,2008-02-08 17:38:11,116.65481,40.28741,0,0,0,9,12
1372,2008-02-02 13:34:13,116.35778,39.93525,0,0,0,24,2
1372,2008-02-08 17:38:45,116.57907,40.04667,0,0,0,6,20
1373,2008-02-02 13:35:14,116.32116,39.94558,0,0,0,8,2
1373,2008-02-08 17:35:56,116.15813,40.2214,0,0,0,37,12
1374,2008-02-02 13:33:52,116.28325,39.9779,0,0,0,19,15
1374,2008-02-08 17:37:49,116.37553,39.91017,0,0,0,9,11
1375,2008-02-02 13:43:06,116.58678,40.07789,0,0,0,32,9
1375,2008-02-08 17:39:09,116.46834,39.94008,0,0,0,29,17
1376,2008-02-02 13:37:39,116.45074,39.9073,0,0,0,38,19
1376,2008-02-08 16:12:23,116.40939,39.63662,0,0,0,22,8
1377,2008-02-02 13:53:01,116.32786,39.71277,0,0,0,17,13
1377,2008-02-08 17:37:52,116.32008,39.56747,0,0,0,33,16
1378,2008-02-02 13:43:53,116.35648,40.00008,0,0,0,3,15
1378,2008-02-08 17:39:14,116.3065,39.94027,0,0,0,2,7
1379,2008-02-02 14:11:42,116.2479,39.99501,0,0,0,35,6
1379,2008-02-08 17:36:58,116.41876,39.94818,0,0,0,40,4
138,2008-02-02 13:38:32,116.31093,39.96423,0,0,0,11,7
138,2008-02-08 15:16:13,116.37656,39.85104,0,0,0,6,4
1380,2008-02-02 13:39:57,116.38763,39.96182,0,0,0,13,4
1380,2008-02-08 17:32:08,116.44805,39.95841,0,0,0,10,13
1381,2008-02-02 13:54:03,116.35728,39.89154,0,0,0,14,11
1381,2008-02-08 13:56:11,116.37515,39.88169,0,0,0,12,17
1382,2008-02-02 13:42:21,116.37735,39.85692,0,0,0,17,19
1382,2008-02-08 17:36:45,116.34865,39.9398,0,0,0,16,13
1383,2008-02-02 13:33:57,116.348,39.97427,0,0,0,16,15
1383,2008-02-08 17:38:50,116.40122,39.98477,0,0,0,30,16
1384,2008-02-02 13:37:50,116.37421,39.92161,0,0,0,40,13
1384,2008-02-08 16:37:58,116.36638,39.97847,0,0,0,6,9
1385,2008-02-02 13:34:37,116.34734,39.93002,0,0,0,11,15
1385,2008-02-08 17:39:09,116.26738,39.94165,0,0,0,36,1
1386,2008-02-02 16:03:32,116.47885,39.79717,0,0,0,37,18
1386,2008-02-08 13:13:48,116.47795,39.79695,0,0,0,5,16
1387,2008-02-02 13:47:35,116.30917,39.86491,0,0,0,34,13
1387,2008-02-08 17:36:57,116.26759,39.90409,0,0,0,27,0
1388,2008-02-02 14:21:52,116.43269,39.9409,0,0,0,1,0
1388,2008-02-08 17:34:04,116.42838,39.91849,0,0,0,31,9
1389,2008-02-02 13:30:56,116.3514,39.90572,0,0,0,14,14
1389,2008-02-08 16:51:34,116.47463,39.92038,0,0,0,10,13
139,2008-02-02 17:10:29,116.34191,39.861,0,0,0,3,9
139,2008-02-08 16:29:49,116.15992,39.63056,0,0,0,3,3
1390,2008-02-02 13:33:46,116.46779,39.90701,0,0,0,20,4
1390,2008-02-08 17:38:45,116.98261,40.35895,0,0,0,17,6
1391,2008-02-02 15:01:25,116.26147,39.9298,0,0,0,35,4
1391,2008-02-08 11:27:23,116.26253,39.93018,0,0,0,4,15
1392,2008-02-02 13:39:46,116.51489,40.04577,0,0,0,3,10
1392,2008-02-07 21:34:24,117.11603,40.1482,0,0,0,33,0
1393,2008-02-02 18:38:50,116.44399,39.959,0,0,0,18,12
1393,2008-02-06 09:23:37,116.42572,39.92702,0,0,0,34,14
1394,2008-02-02 14:05:52,116.40528,39.98338,0,0,0,15,8
1394,2008-02-08 16:40:18,117.24356,40.17695,0,0,0,1,18
1395,2008-02-02 13:34:58,116.34838,39.88823,0,0,0,34,20
1395,2008-02-05 10:58:22,116.58101,40.07862,0,0,0,14,20
1396,2008-02-02 13:34:50,116.51124,40.01231,0,0,0,20,15
1396,2008-02-08 17:38:30,117.16708,40.16655,0,0,0,5,5
1397,2008-02-02 13:38:42,116.49274,39.99546,0,0,0,16,1
1397,2008-02-08 17:30:32,117.16166,40.16988,0,0,0,6,14
1398,2008-02-02 13:37:11,116.30447,39.88466,0,0,0,0,6
1398,2008-02-08 17:34:25,115.83414,39.6451,0,0,0,31,0
1399,2008-02-02 13:34:28,116.47192,39.91209,0,0,0,1,1
1399,2008-02-08 17:26:13,116.68188,40.29867,0,0,0,29,4
14,2008-02-02 16:29:45,116.28149,39.91596,0,0,0,4,1
14,2008-02-08 17:37:08,116.28912,39.95756,0,0,0,6,12
140,2008-02-02 13:42:27,116.33884,39.91401,0,0,0,3,11
140,2008-02-08 17:33:18,116.46118,40.00037,0,0,0,0,14
1400,2008-02-02 13:39:41,116.45476,39.9186,0,0,0,19,2
1400,2008-02-08 17:37:14,116.47416,39.79592,0,0,0,29,1
1401,2008-02-02 13:36:23,116.30405,39.91431,0,0,0,26,2
1401,2008-02-08 17:35:20,117.38775,40.65122,0,0,0,30,14
1402,2008-02-02 13:46:32,116.3248,39.92499,0,0,0,11,13
1402,2008-02-07 20:07:55,116.56129,40.20284,0,0,0,18,17
1403,2008-02-02 13:38:04,116.10226,39.96214,0,0,0,36,0
1403,2008-02-08 17:37:22,116.10225,39.962,0,0,0,36,12
1404,2008-02-02 13:35:02,116.34087,39.93812,0,0,0,11,19
1404,2008-02-08 03:32:36,116.32426,39.78454,0,0,0,36,18
1405,2008-02-02 17:44:42,116.45217,39.90682,0,0,0,40,11
1405,2008-02-07 22:29:04,116.36647,41.04843,0,0,0,2,10
1406,2008-02-02 13:37:59,116.30238,39.96066,0,0,0,33,3
1406,2008-02-08 17:33:36,116.31666,39.87126,0,0,0,30,2
1407,2008-02-02 13:45:24,116.52811,40.04182,0,0,0,29,16
1407,2008-02-08 17:37:06,116.48346,39.9808,0,0,0,12,3
1408,2008-02-02 13:32:21,116.35288,39.88815,0,0,0,8,17
1408,2008-02-06 16:52:05,116.34958,39.89018,0,0,0,35,10
1409,2008-02-02 13:33:45,116.34732,39.8881,0,0,0,14,8
1409,2008-02-08 17:39:01,116.37942,39.89867,0,0,0,14,13
141,2008-02-02 13:39:03,116.35587,40.0114,0,0,0,15,20
141,2008-02-08 17:39:05,116.38718,39.96731,0,0,0,10,17
1410,2008-02-02 13:34:11,116.28169,40.00796,0,0,0,5,3
1410,2008-02-07 20:51:08,114.01725,33.39298,0,0,0,6,18
1411,2008-02-02 14:25:58,116.33421,39.86605,0,0,0,24,10
1411,2008-02-08 17:35:31,116.57575,40.06294,0,0,0,12,10
1412,2008-02-02 13:33:46,116.36088,39.86901,0,0,0,28,4
1412,2008-02-07 18:10:01,117.00084,40.36146,0,0,0,19,15
1413,2008-02-02 13:40:17,116.4284,39.92592,0,0,0,20,7
1413,2008-02-08 13:02:16,117.0951,40.1443,0,0,0,24,6
1414,2008-02-02 13:36:48,116.37005,39.86897,0,0,0,18,18
1414,2008-02-08 17:38:00,116.4074,39.86712,0,0,0,25,12
1415,2008-02-02 13:32:33,116.46123,39.87923,0,0,0,33,20
1415,2008-02-08 14:44:41,116.4598,39.87912,0,0,0,32,4
1416,2008-02-02 13:34:02,116.30987,40.0046,0,0,0,12,4
1416,2008-02-08 17:20:34,116.67843,39.88278,0,0,0,19,18
1417,2008-02-02 13:58:49,116.30383,39.90965,0,0,0,3,3
1417,2008-02-08 17:37:19,117.17026,40.59615,0,0,0,16,9
1418,2008-02-02 14:54:31,116.4349,39.91311,0,0,0,20,8
1418,2008-02-08 17:38:02,116.35574,39.8485,0,0,0,29,7
1419,2008-02-02 13:38:16,116.28831,39.82979,0,0,0,16,13
1419,2008-02-08 17:36:11,116.31287,39.63303,0,0,0,38,2
142,2008-02-02 13:40:27,116.24937,40.07555,0,0,0,4,8
142,2008-02-08 17:14:37,116.25098,40.10174,0,0,0,29,6
1420,2008-02-02 13:34:01,116.31698,39.90611,0,0,0,28,1
1420,2008-02-08 14:09:01,116.65284,40.25165,0,0,0,3,4
1421,2008-02-02 13:31:25,116.46358,39.90728,0,0,0,20,17
1421,2008-02-08 17:38:44,116.35672,39.93918,0,0,0,35,20
1422,2008-02-02 14:10:19,116.58176,40.05945,0,0,0,9,1
1422,2008-02-08 17:36:02,116.42206,39.96095,0,0,0,0,7
1423,2008-02-02 13:34:17,116.27079,40.02652,0,0,0,0,4
1423,2008-02-08 17:15:29,116.12835,39.59934,0,0,0,34,5
1424,2008-02-02 13:36:06,116.41698,39.94816,0,0,0,30,15
1424,2008-02-08 17:34:29,116.43229,40.20722,0,0,0,3,13
1425,2008-02-02 13:38:53,116.32337,39.97976,0,0,0,37,12
1425,2008-02-08 17:36:28,116.25059,39.98368,0,0,0,20,8
1426,2008-02-02 15:08:31,116.49075,40.01132,0,0,0,27,2
1426,2008-02-08 12:20:48,117.07143,40.11256,0,0,0,23,2
1427,2008-02-02 14:00:34,116.28948,39.94055,0,0,0,17,14
1427,2008-02-07 17:28:16,116.18274,39.92202,0,0,0,5,18
1428,2008-02-02 13:39:58,116.46884,39.90658,0,0,0,0,9
1428,2008-02-08 17:10:07,116.85424,40.38895,0,0,0,15,12
1429,2008-02-02 13:38:02,116.32469,39.92356,0,0,0,18,3
1429,2008-02-08 17:35:01,116.32255,39.92381,0,0,0,9,15
143,2008-02-02 13:39:45,116.46716,39.92029,0,0,0,5,9
143,2008-02-08 17:34:36,116.44367,39.94666,0,0,0,31,12
1430,2008-02-02 13:35:24,116.38453,39.88856,0,0,0,1,20
1430,2008-02-06 21:21:09,116.78386,39.87497,0,0,0,7,8
1431,2008-02-02 13:32:21,116.31948,40.07119,0,0,0,1,7
1431,2008-02-08 12:54:10,116.29972,40.11587,0,0,0,32,5
1432,2008-02-02 13:38:34,114.9929,38.5018,0,0,0,11,19
1432,2008-02-08 17:37:47,116.87521,40.39428,0,0,0,20,8
1433,2008-02-02 13:48:07,116.36398,39.8905,0,0,0,29,3
1433,2008-02-08 16:12:54,116.40151,39.8458,0,0,0,3,4
1434,2008-02-02 13:49:48,116.50254,40.00761,0,0,0,7,4
1434,2008-02-08 17:31:38,116.35023,39.94622,0,0,0,15,0
1435,2008-02-02 13:35:42,116.44786,39.88101,0,0,0,15,13
1435,2008-02-08 17:38:52,116.79161,39.77638,0,0,0,10,4
1436,2008-02-02 13:36:23,116.45291,39.67849,0,0,0,14,2
1436,2008-02-08 17:39:15,116.42801,39.92756,0,0,0,19,18
1437,2008-02-03 00:17:34,116.3005,39.96465,0,0,0,1,18
1437,2008-02-08 17:39:10,116.22467,39.9966,0,0,0,9,6
1438,2008-02-02 13:45:57,116.41835,39.88343,0,0,0,39,8
1438,2008-02-08 17:31:22,116.83558,40.37408,0,0,0,3,11
1439,2008-02-02 13:39:08,116.12857,39.82523,0,0,0,28,8
1439,2008-02-08 17:39:00,115.9176,39.71607,0,0,0,32,18
144,2008-02-02 13:33:01,116.44478,39.95246,0,0,0,18,15
144,2008-02-08 17:37:59,116.46589,39.90701,0,0,0,15,18
1440,2008-02-02 13:38:00,116.41959,39.92271,0,0,0,25,4
